dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,schema:polygon,foaf:depicts,schema:width,schema:height,media,item_sets
001AN01002056,Canal do Mangue,"Canal do Mangue, atual avenida Francisco Bicalho, com suas aléias de palmeiras imperiais.",Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80398 Instituto Moreira Salles,,-22.9107,-43.2085,"POLYGON ((-43.208501 -22.910704, -43.206839 -22.909759, -43.206808 -22.909808, -43.206778 -22.909857, -43.20675 -22.909908, -43.206724 -22.909959, -43.206699 -22.910011, -43.206677 -22.910063, -43.206656 -22.910116, -43.206636 -22.91017, -43.206619 -22.910224, -43.206604 -22.910279, -43.20659 -22.910334, -43.206578 -22.910389, -43.206569 -22.910445, -43.206561 -22.910501, -43.206555 -22.910557, -43.206551 -22.910614, -43.206549 -22.91067, -43.206548 -22.910727, -43.20655 -22.910783, -43.206554 -22.91084, -43.206559 -22.910896, -43.206567 -22.910952, -43.206576 -22.911008, -43.206588 -22.911063, -43.206601 -22.911118, -43.206616 -22.911173, -43.206633 -22.911228, -43.206647 -22.911269, -43.208501 -22.910704))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002056.jpg,all||views
001AN01002057,Ladeira da Glória,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80399 Instituto Moreira Salles,,-22.92183,-43.17528,"POLYGON ((-43.175278 -22.921825, -43.174738 -22.923554, -43.174797 -22.923568, -43.174857 -22.923581, -43.174917 -22.923593, -43.174978 -22.923602, -43.175038 -22.92361, -43.175099 -22.923616, -43.175161 -22.92362, -43.175222 -22.923623, -43.175283 -22.923624, -43.175345 -22.923623, -43.175406 -22.92362, -43.175467 -22.923615, -43.175528 -22.923609, -43.175589 -22.923601, -43.175649 -22.923591, -43.175709 -22.923579, -43.175728 -22.923575, -43.175278 -22.921825))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002057.jpg,all||views
001AN01002059,Ladeira da Glória,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80400 Instituto Moreira Salles,,-22.92136,-43.17575,"POLYGON ((-43.175751 -22.921355, -43.176336 -22.923071, -43.176394 -22.923053, -43.176452 -22.923034, -43.176509 -22.923013, -43.176565 -22.92299, -43.17662 -22.922966, -43.176675 -22.92294, -43.176729 -22.922912, -43.176781 -22.922883, -43.176833 -22.922852, -43.176883 -22.92282, -43.176933 -22.922787, -43.176981 -22.922752, -43.177028 -22.922716, -43.177074 -22.922678, -43.177118 -22.922639, -43.177161 -22.922599, -43.177203 -22.922558, -43.177243 -22.922515, -43.177282 -22.922471, -43.177286 -22.922467, -43.175751 -22.921355))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002059.jpg,all||views
001AN01002060,"Conselho Municipal, atual Palácio Pedro Ernesto",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80401 Instituto Moreira Salles,,-22.90961,-43.17628,"POLYGON ((-43.176282 -22.909612, -43.176182 -22.911408, -43.176243 -22.91141, -43.176305 -22.911411, -43.176366 -22.911409, -43.176427 -22.911406, -43.176488 -22.911401, -43.176549 -22.911394, -43.17661 -22.911385, -43.17667 -22.911375, -43.17673 -22.911363, -43.17679 -22.911349, -43.176849 -22.911333, -43.176907 -22.911316, -43.176965 -22.911297, -43.177022 -22.911276, -43.177078 -22.911254, -43.177134 -22.91123, -43.177189 -22.911205, -43.177243 -22.911178, -43.177296 -22.911149, -43.177347 -22.911119, -43.177398 -22.911088, -43.177448 -22.911055, -43.177497 -22.91102, -43.177544 -22.910984, -43.17759 -22.910947, -43.177635 -22.910909, -43.177679 -22.910869, -43.177721 -22.910828, -43.177762 -22.910786, -43.177801 -22.910742, -43.177839 -22.910698, -43.177875 -22.910652, -43.17791 -22.910606, -43.177921 -22.91059, -43.176282 -22.909612))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002060.jpg,all||views
001AN01002067A,Ressaca na Avenida Beira-Mar,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80402 Instituto Moreira Salles,,-22.92299,-43.17267,"POLYGON ((-43.172674 -22.922994, -43.171865 -22.924631, -43.171922 -22.924654, -43.171979 -22.924675, -43.172036 -22.924694, -43.172095 -22.924712, -43.172153 -22.924728, -43.172213 -22.924742, -43.172273 -22.924754, -43.172333 -22.924765, -43.172393 -22.924774, -43.172454 -22.924781, -43.172515 -22.924787, -43.172577 -22.92479, -43.172638 -22.924792, -43.172699 -22.924792, -43.17276 -22.924791, -43.172822 -22.924787, -43.172862 -22.924784, -43.172674 -22.922994))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002067A.jpg,all||views
001AN01002067B,Ressaca na Avenida Beira-Mar,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80465 Instituto Moreira Salles,,-22.92299,-43.17267,"POLYGON ((-43.172674 -22.922995, -43.171883 -22.924639, -43.171939 -22.924662, -43.171997 -22.924682, -43.172055 -22.924701, -43.172113 -22.924718, -43.172172 -22.924733, -43.172232 -22.924747, -43.172292 -22.924759, -43.172352 -22.924769, -43.172413 -22.924777, -43.172473 -22.924784, -43.172535 -22.924789, -43.172596 -22.924792, -43.172657 -22.924794, -43.172719 -22.924793, -43.17278 -22.924791, -43.172841 -22.924787, -43.172882 -22.924783, -43.172674 -22.922995))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002067B.jpg,all||views
001AN01002074,Ilha das Cobras,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80403 Instituto Moreira Salles,,-22.89685,-43.16687,"POLYGON ((-43.166873 -22.896853, -43.174954 -22.898629, -43.175011 -22.898394, -43.17506 -22.898158, -43.1751 -22.89792, -43.175132 -22.897682, -43.175157 -22.897442, -43.175173 -22.897202, -43.17518 -22.896962, -43.17518 -22.896722, -43.175171 -22.896481, -43.175155 -22.896241, -43.17513 -22.896002, -43.175097 -22.895764, -43.175055 -22.895526, -43.175006 -22.89529, -43.174949 -22.895056, -43.174883 -22.894823, -43.17481 -22.894592, -43.174729 -22.894363, -43.174641 -22.894137, -43.174544 -22.893914, -43.17444 -22.893693, -43.174329 -22.893476, -43.17421 -22.893262, -43.174084 -22.893051, -43.173951 -22.892845, -43.173948 -22.892841, -43.166873 -22.896853))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002074.jpg,all||views
001AN01002075,Ilha das Cobras,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80404 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621337 Wikidata,-22.89616,-43.16687,"POLYGON ((-43.166867 -22.896159, -43.171406 -22.897753, -43.171458 -22.897621, -43.171505 -22.897488, -43.171548 -22.897353, -43.171587 -22.897217, -43.171621 -22.89708, -43.17165 -22.896942, -43.171674 -22.896803, -43.171693 -22.896664, -43.171708 -22.896524, -43.171718 -22.896383, -43.171724 -22.896243, -43.171724 -22.896102, -43.17172 -22.895962, -43.171711 -22.895821, -43.171697 -22.895681, -43.171678 -22.895542, -43.171655 -22.895403, -43.171626 -22.895265, -43.171594 -22.895128, -43.171556 -22.894991, -43.171514 -22.894856, -43.171467 -22.894722, -43.171416 -22.89459, -43.17136 -22.894459, -43.1713 -22.89433, -43.171236 -22.894203, -43.171167 -22.894077, -43.17111 -22.893981, -43.166867 -22.896159))",http://www.wikidata.org/entity/Q5997836 Ilha das Cobras,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002075.jpg,all||views
001AN01002076,Ilha das Cobras,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80405 Instituto Moreira Salles,,-22.897,-43.16638,"POLYGON ((-43.16638 -22.897002, -43.168325 -22.897156, -43.16833 -22.8971, -43.168332 -22.897044, -43.168332 -22.896987, -43.168331 -22.896931, -43.168328 -22.896874, -43.168322 -22.896818, -43.168315 -22.896762, -43.168306 -22.896706, -43.168295 -22.89665, -43.168282 -22.896595, -43.168267 -22.89654, -43.16825 -22.896486, -43.168232 -22.896432, -43.168212 -22.896379, -43.168189 -22.896326, -43.168165 -22.896274, -43.16814 -22.896223, -43.168112 -22.896172, -43.168083 -22.896122, -43.168052 -22.896074, -43.16802 -22.896026, -43.167986 -22.895979, -43.16795 -22.895933, -43.167913 -22.895888, -43.167874 -22.895844, -43.167873 -22.895842, -43.16638 -22.897002))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002076.jpg,all||views
001AN01002077,Ilha das Cobras,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80406 Instituto Moreira Salles,,-22.89698,-43.16644,"POLYGON ((-43.166438 -22.896978, -43.17393 -22.897507, -43.173944 -22.89729, -43.173951 -22.897073, -43.173951 -22.896856, -43.173943 -22.896638, -43.173927 -22.896421, -43.173905 -22.896205, -43.173875 -22.895989, -43.173837 -22.895775, -43.173793 -22.895561, -43.173741 -22.895349, -43.173681 -22.895138, -43.173615 -22.89493, -43.173542 -22.894723, -43.173461 -22.894519, -43.173374 -22.894317, -43.173312 -22.894183, -43.166438 -22.896978))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002077.jpg,all||views
001AN01002078,Baía de Guanabara vista da Ilha das Cobras,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/80407 Instituto Moreira Salles,,-22.89699,-43.16632,"POLYGON ((-43.166316 -22.896992, -43.164425 -22.896545, -43.164411 -22.8966, -43.164398 -22.896655, -43.164388 -22.896711, -43.164379 -22.896767, -43.164372 -22.896823, -43.164367 -22.896879, -43.164364 -22.896936, -43.164364 -22.896992, -43.164364 -22.897049, -43.164367 -22.897105, -43.164372 -22.897161, -43.164379 -22.897218, -43.164388 -22.897274, -43.164398 -22.897329, -43.164411 -22.897385, -43.164425 -22.897439, -43.164441 -22.897494, -43.164459 -22.897548, -43.164479 -22.897601, -43.164501 -22.897654, -43.164524 -22.897706, -43.164549 -22.897758, -43.164576 -22.897809, -43.164603 -22.897856, -43.166316 -22.896992))",,98.0,73.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002078.jpg,all||views||smapshot
001AN02001002,Palácio da Princesa Isabel,,Anônimo,1885 circa,1880/1889,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82276 Instituto Moreira Salles,,-22.93776,-43.18344,"POLYGON ((-43.183443 -22.937762, -43.185388 -22.937924, -43.185393 -22.937868, -43.185395 -22.937811, -43.185396 -22.937755, -43.185395 -22.937698, -43.185392 -22.937642, -43.185387 -22.937586, -43.18538 -22.937529, -43.185371 -22.937473, -43.18536 -22.937418, -43.185347 -22.937363, -43.185333 -22.937308, -43.185316 -22.937253, -43.185298 -22.937199, -43.185278 -22.937146, -43.185256 -22.937093, -43.185232 -22.937041, -43.185207 -22.93699, -43.18518 -22.936939, -43.185151 -22.936889, -43.18512 -22.93684, -43.185088 -22.936792, -43.185054 -22.936745, -43.185018 -22.936699, -43.184981 -22.936654, -43.184943 -22.93661, -43.184903 -22.936567, -43.184861 -22.936525, -43.184828 -22.936494, -43.183443 -22.937762))",,134.0,65.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001002.jpg,all||views
001AN02001004,"Fonte Adriano Ramos Pinto, no Jardim da Glória",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q56055236 Photographic print||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/80408 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620175 Wikidata,-22.92066,-43.17616,"POLYGON ((-43.176158 -22.920658, -43.173907 -22.922022, -43.173954 -22.922086, -43.174004 -22.922149, -43.174056 -22.922211, -43.17411 -22.922271, -43.174166 -22.922329, -43.174224 -22.922386, -43.174284 -22.922441, -43.174346 -22.922494, -43.174409 -22.922546, -43.174474 -22.922596, -43.174541 -22.922643, -43.17461 -22.922689, -43.17468 -22.922733, -43.174751 -22.922775, -43.174824 -22.922814, -43.174898 -22.922852, -43.174974 -22.922887, -43.17505 -22.92292, -43.175128 -22.922951, -43.175207 -22.92298, -43.175287 -22.923006, -43.175367 -22.92303, -43.175448 -22.923052, -43.17553 -22.923072, -43.175613 -22.923088, -43.175696 -22.923103, -43.17578 -22.923115, -43.175816 -22.92312, -43.176158 -22.920658))",http://www.wikidata.org/entity/Q1532671 Glória,134.0,65.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001004.jpg,all||views
001AN02001005,Avenida Central,,Anônimo,1910 circa,1905/1915,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel||http://wikidata.org/wiki/Q35158 Estereoscopia,http://wikidata.org/wiki/Q56055236 Photographic print||http://wikidata.org/wiki/Q35158 Stereoscopy,,,http://acervos.ims.com.br/portals/#/detailpage/80409 Instituto Moreira Salles,,-22.89814,-43.18034,"POLYGON ((-43.180343 -22.898136, -43.180663 -22.896362, -43.180603 -22.896353, -43.180542 -22.896347, -43.180481 -22.896342, -43.180419 -22.896339, -43.180358 -22.896337, -43.180297 -22.896338, -43.180235 -22.89634, -43.180174 -22.896344, -43.180113 -22.89635, -43.180052 -22.896357, -43.179992 -22.896367, -43.179932 -22.896378, -43.179872 -22.89639, -43.179813 -22.896405, -43.179754 -22.896421, -43.179696 -22.896439, -43.179638 -22.896459, -43.179581 -22.89648, -43.179525 -22.896503, -43.17947 -22.896527, -43.179416 -22.896553, -43.179362 -22.896581, -43.17931 -22.89661, -43.179258 -22.896641, -43.179208 -22.896673, -43.179158 -22.896706, -43.17911 -22.896741, -43.179069 -22.896773, -43.180343 -22.898136))",,134.0,65.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001005.jpg,all||views
001AN02001006,Monumento a Pedro Álvares Cabral,,Anônimo,1905 circa,1900/1910,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82277 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620374 Wikidata,-22.92006,-43.17654,"POLYGON ((-43.176542 -22.920063, -43.17408 -22.921938, -43.174145 -22.922008, -43.174213 -22.922077, -43.174283 -22.922143, -43.174355 -22.922208, -43.174429 -22.92227, -43.174505 -22.92233, -43.174584 -22.922388, -43.174664 -22.922443, -43.174746 -22.922496, -43.17483 -22.922547, -43.174915 -22.922595, -43.175003 -22.922641, -43.175091 -22.922684, -43.175181 -22.922725, -43.175273 -22.922763, -43.175366 -22.922799, -43.175459 -22.922831, -43.175554 -22.922861, -43.17565 -22.922888, -43.175747 -22.922913, -43.175845 -22.922934, -43.175943 -22.922953, -43.176042 -22.922969, -43.176141 -22.922982, -43.176241 -22.922992, -43.176341 -22.923, -43.176441 -22.923004, -43.176519 -22.923005, -43.176542 -22.920063))",http://www.wikidata.org/entity/Q1532671 Glória,134.0,65.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001006.jpg,all||views
001AN16001001,Revolta Naval; vista geral do Batalhão Naval da Ilha das Cobras,,Anônimo,12/1910,1910/1910,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82278 Instituto Moreira Salles,,-22.89688,-43.17755,"POLYGON ((-43.177546 -22.896875, -43.173984 -22.893587, -43.173874 -22.893691, -43.173767 -22.893799, -43.173664 -22.89391, -43.173565 -22.894024, -43.173469 -22.89414, -43.173378 -22.89426, -43.173291 -22.894382, -43.173208 -22.894506, -43.17313 -22.894633, -43.173055 -22.894761, -43.172985 -22.894892, -43.17292 -22.895025, -43.172859 -22.89516, -43.172803 -22.895297, -43.172752 -22.895435, -43.172705 -22.895574, -43.172663 -22.895715, -43.172626 -22.895857, -43.172593 -22.896, -43.172566 -22.896143, -43.172544 -22.896288, -43.172526 -22.896433, -43.172513 -22.896578, -43.172506 -22.896724, -43.172503 -22.89687, -43.172505 -22.897016, -43.172513 -22.897162, -43.172525 -22.897307, -43.172542 -22.897452, -43.172564 -22.897597, -43.172591 -22.897741, -43.172623 -22.897883, -43.17266 -22.898025, -43.172674 -22.898074, -43.177546 -22.896875))",,231.0,96.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001001.jpg,all||views
001AN16001002,Revolta Naval; Arsenal da Marinha,,Anônimo,12/1910,1910/1910,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82279 Instituto Moreira Salles,,-22.89895,-43.17596,"POLYGON ((-43.175963 -22.898949, -43.177592 -22.897957, -43.177557 -22.89791, -43.177521 -22.897865, -43.177483 -22.89782, -43.177444 -22.897777, -43.177403 -22.897734, -43.177361 -22.897693, -43.177317 -22.897653, -43.177272 -22.897615, -43.177226 -22.897578, -43.177179 -22.897542, -43.17713 -22.897507, -43.177081 -22.897474, -43.17703 -22.897443, -43.176978 -22.897412, -43.176925 -22.897384, -43.176871 -22.897357, -43.176816 -22.897331, -43.176761 -22.897307, -43.176704 -22.897285, -43.176647 -22.897264, -43.17659 -22.897245, -43.176531 -22.897228, -43.176472 -22.897213, -43.176413 -22.897199, -43.176353 -22.897187, -43.176342 -22.897185, -43.175963 -22.898949))",,166.0,115.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001002.jpg,all||views
001AN16001004,Revolta Naval; navio durante ataque,,Anônimo,12/1910,1910/1910,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82280 Instituto Moreira Salles,,-22.92075,-43.1442,"POLYGON ((-43.144201 -22.920751, -43.143075 -22.922221, -43.143126 -22.922253, -43.143178 -22.922283, -43.143231 -22.922312, -43.143284 -22.922339, -43.143339 -22.922365, -43.143394 -22.922389, -43.143451 -22.922412, -43.143508 -22.922432, -43.143565 -22.922452, -43.143624 -22.922469, -43.143683 -22.922485, -43.143742 -22.922499, -43.143802 -22.922512, -43.143862 -22.922522, -43.143923 -22.922531, -43.143983 -22.922538, -43.144045 -22.922544, -43.144106 -22.922548, -43.144167 -22.922549, -43.144228 -22.922549, -43.14429 -22.922548, -43.144351 -22.922544, -43.144412 -22.922539, -43.144473 -22.922532, -43.144534 -22.922523, -43.144594 -22.922513, -43.144654 -22.922501, -43.1447 -22.92249, -43.144201 -22.920751))",,159.0,105.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001004.jpg,all||views
001AN16001006,Revolta Naval; edifício do Batalhão Naval com torreão parcialmente destruído,,Anônimo,12/1910,1910/1910,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82281 Instituto Moreira Salles,,-22.89572,-43.17178,"POLYGON ((-43.171778 -22.895718, -43.170567 -22.897129, -43.170616 -22.897164, -43.170666 -22.897196, -43.170717 -22.897228, -43.170769 -22.897258, -43.170822 -22.897286, -43.170876 -22.897313, -43.170931 -22.897338, -43.170986 -22.897362, -43.171043 -22.897384, -43.1711 -22.897405, -43.171158 -22.897424, -43.171216 -22.897441, -43.171275 -22.897456, -43.171335 -22.89747, -43.171395 -22.897482, -43.171455 -22.897492, -43.171516 -22.8975, -43.171577 -22.897507, -43.171638 -22.897512, -43.171699 -22.897515, -43.17176 -22.897517, -43.171822 -22.897516, -43.171848 -22.897515, -43.171778 -22.895718))",,167.0,113.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001006.jpg,all||views
001AN16001007,Revolta Naval; edifício do Batalhão Naval com torreão parcialmente destruído,,Anônimo,12/1910,1910/1910,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,,,http://acervos.ims.com.br/portals/#/detailpage/82282 Instituto Moreira Salles,,-22.8958,-43.17171,"POLYGON ((-43.171713 -22.895803, -43.170933 -22.897452, -43.17099 -22.897474, -43.171047 -22.897494, -43.171105 -22.897512, -43.171163 -22.897529, -43.171223 -22.897544, -43.171282 -22.897557, -43.171342 -22.897569, -43.171403 -22.897579, -43.171463 -22.897587, -43.171524 -22.897593, -43.171585 -22.897598, -43.171647 -22.897601, -43.171708 -22.897602, -43.171769 -22.897601, -43.171831 -22.897598, -43.171838 -22.897598, -43.171713 -22.895803))",,113.0,163.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001007.jpg,all||views
